ano,decil,region,comuna,poblacion,idse,ipc,pobreza,escolaridad,vivienda_material_bueno,vivienda_alcantarillado,esperanza_de_vida,índice_desarrollo_humano,avpp_tasa,swaroop,mortalidad_infantil
1996,1,6,pichidegua,14.4,0.350,95.5,9.3,5.8,55.1,52.1,58.0,0.359,57.4,60.8,4.6
2000,1,6,pichidegua,15.4,0.373,101.8,9.9,6.2,58.7,55.6,61.8,0.383,61.3,64.8,4.9
2004,1,6,pichidegua,16.3,0.396,108.2,10.5,6.5,62.4,59.1,65.7,0.407,65.1,68.8,5.2
2008,1,6,pichidegua,17.3,0.419,114.6,11.2,6.9,66.1,62.6,69.6,0.431,68.9,72.9,5.5
2016,1,6,pichidegua,22.1,0.536,146.4,14.3,8.9,84.4,79.9,88.9,0.551,88.1,93.1,7.0
2012,1,8,negrete,8.9,0.465,121.1,27.5,8.3,81.6,82.7,73.6,0.361,88.2,73.0,0.0
1992,1,8,negrete,5.8,0.302,78.7,17.9,5.4,53.0,53.8,47.8,0.235,57.3,47.5,0.0
1996,1,8,negrete,6.7,0.349,90.8,20.6,6.2,61.2,62.0,55.2,0.271,66.2,54.8,0.0
2000,1,8,negrete,7.1,0.372,96.9,22.0,6.6,65.3,66.2,58.9,0.289,70.6,58.4,0.0
2004,1,8,negrete,7.6,0.395,102.9,23.4,7.1,69.4,70.3,62.6,0.307,75.0,62.0,0.0
2008,1,8,negrete,8.0,0.419,109.0,24.8,7.5,73.4,74.4,66.2,0.325,79.4,65.7,0.0
2016,1,8,negrete,10.2,0.535,139.3,31.6,9.5,93.8,95.1,84.6,0.415,101.4,83.9,0.0
2012,1,6,navidad,5.5,0.464,162.9,11.2,8.0,80.8,48.6,75.1,0.467,108.6,86.7,0.0
1992,1,6,navidad,3.6,0.302,105.9,7.3,5.2,52.5,31.6,48.8,0.304,70.6,56.4,0.0
1996,1,6,navidad,4.1,0.348,122.2,8.4,6.0,60.6,36.5,56.3,0.350,81.4,65.0,0.0
2000,1,6,navidad,4.4,0.371,130.3,9.0,6.4,64.6,38.9,60.1,0.374,86.9,69.4,0.0
2004,1,6,navidad,4.7,0.394,138.5,9.5,6.8,68.7,41.3,63.8,0.397,92.3,73.7,0.0
2008,1,6,navidad,5.0,0.418,146.6,10.1,7.2,72.7,43.7,67.6,0.420,97.7,78.0,0.0
2016,1,6,navidad,6.3,0.534,187.3,12.9,9.2,92.9,55.9,86.4,0.537,124.9,99.7,0.0
2012,1,7,villa alegre,14.6,0.463,117.8,15.8,7.9,63.4,80.5,76.0,0.442,92.8,81.4,7.3
1992,1,7,villa alegre,9.5,0.301,76.6,10.3,5.1,41.2,52.3,49.4,0.287,60.3,52.9,4.7
1996,1,7,villa alegre,10.9,0.347,88.3,11.9,5.9,47.5,60.4,57.0,0.332,69.6,61.1,5.5
2000,1,7,villa alegre,11.7,0.370,94.2,12.6,6.3,50.7,64.4,60.8,0.354,74.2,65.1,5.8
2004,1,7,villa alegre,12.4,0.394,100.1,13.4,6.7,53.9,68.4,64.6,0.376,78.9,69.2,6.2
2008,1,7,villa alegre,13.1,0.417,106.0,14.2,7.1,57.1,72.5,68.4,0.398,83.5,73.3,6.6
2016,1,7,villa alegre,16.8,0.532,135.5,18.2,9.1,72.9,92.6,87.4,0.508,106.7,93.6,8.4
2012,1,7,pencahue,9.1,0.462,139.7,9.2,7.6,62.8,67.5,75.5,0.460,85.7,74.3,14.7
1992,1,7,pencahue,5.9,0.300,90.8,6.0,4.9,40.8,43.9,49.1,0.299,55.7,48.3,9.6
1996,1,7,pencahue,6.8,0.347,104.8,6.9,5.7,47.1,50.6,56.6,0.345,64.3,55.7,11.0
2000,1,7,pencahue,7.3,0.370,111.8,7.4,6.1,50.2,54.0,60.4,0.368,68.6,59.4,11.8
2004,1,7,pencahue,7.7,0.393,118.7,7.8,6.5,53.4,57.4,64.2,0.391,72.8,63.2,12.5
2008,1,7,pencahue,8.2,0.416,125.7,8.3,6.8,56.5,60.8,68.0,0.414,77.1,66.9,13.2
2016,1,7,pencahue,10.5,0.531,160.7,10.6,8.7,72.2,77.6,86.8,0.529,98.6,85.4,16.9
2012,1,9,loncoche,21.8,0.461,160.5,26.0,8.6,69.6,75.7,75.5,0.432,96.5,81.0,10.4
1992,1,9,loncoche,14.2,0.300,104.3,16.9,5.6,45.2,49.2,49.1,0.281,62.7,52.6,6.8
1996,1,9,loncoche,16.4,0.346,120.4,19.5,6.4,52.2,56.8,56.6,0.324,72.4,60.8,7.8
2000,1,9,loncoche,17.4,0.369,128.4,20.8,6.9,55.7,60.6,60.4,0.346,77.2,64.8,8.3
2004,1,9,loncoche,18.5,0.392,136.4,22.1,7.3,59.2,64.3,64.2,0.367,82.0,68.8,8.8
2008,1,9,loncoche,19.6,0.415,144.5,23.4,7.7,62.6,68.1,68.0,0.389,86.9,72.9,9.4
2016,1,9,loncoche,25.1,0.530,184.6,29.9,9.9,80.0,87.1,86.8,0.497,111.0,93.1,12.0
2012,1,8,yumbel,20.5,0.461,120.2,24.2,8.4,79.9,76.2,75.2,0.407,109.0,76.7,8.8
1992,1,8,yumbel,13.3,0.300,78.1,15.7,5.5,51.9,49.5,48.9,0.265,70.9,49.9,5.7
1996,1,8,yumbel,15.4,0.346,90.2,18.1,6.3,59.9,57.2,56.4,0.305,81.8,57.5,6.6
2000,1,8,yumbel,16.4,0.369,96.2,19.4,6.7,63.9,61.0,60.2,0.326,87.2,61.4,7.0
2004,1,8,yumbel,17.4,0.392,102.2,20.6,7.1,67.9,64.8,63.9,0.346,92.6,65.2,7.5
2008,1,8,yumbel,18.4,0.415,108.2,21.8,7.6,71.9,68.6,67.7,0.366,98.1,69.0,7.9
2016,1,8,yumbel,23.6,0.530,138.2,27.8,9.7,91.9,87.6,86.5,0.468,125.3,88.2,10.1
2012,1,10,puqueldón,4.1,0.461,116.8,6.0,7.7,81.7,51.3,71.7,0.389,73.0,78.8,0.0
1992,1,10,puqueldón,2.7,0.300,75.9,3.9,5.0,53.1,33.3,46.6,0.253,47.5,51.2,0.0
1996,1,10,puqueldón,3.1,0.346,87.6,4.5,5.8,61.3,38.5,53.8,0.292,54.8,59.1,0.0
2000,1,10,puqueldón,3.3,0.369,93.4,4.8,6.2,65.4,41.0,57.4,0.311,58.4,63.0,0.0
2004,1,10,puqueldón,3.5,0.392,99.3,5.1,6.5,69.4,43.6,60.9,0.331,62.0,67.0,0.0
2008,1,10,puqueldón,3.7,0.415,105.1,5.4,6.9,73.5,46.2,64.5,0.350,65.7,70.9,0.0
2016,1,10,puqueldón,4.7,0.530,134.3,6.9,8.9,94.0,59.0,82.5,0.447,83.9,90.6,0.0
2012,1,7,cauquenes,42.9,0.461,130.9,26.5,8.6,67.1,83.5,75.9,0.426,100.4,78.7,4.1
1992,1,7,cauquenes,27.9,0.300,85.1,17.2,5.6,43.6,54.3,49.3,0.277,65.3,51.2,2.7
1996,1,7,cauquenes,32.2,0.346,98.2,19.9,6.4,50.3,62.6,56.9,0.320,75.3,59.0,3.1
2000,1,7,cauquenes,34.3,0.369,104.7,21.2,6.9,53.7,66.8,60.7,0.341,80.3,63.0,3.3
2004,1,7,cauquenes,36.5,0.392,111.3,22.5,7.3,57.0,71.0,64.5,0.362,85.3,66.9,3.5
2008,1,7,cauquenes,38.6,0.415,117.8,23.9,7.7,60.4,75.2,68.3,0.383,90.4,70.8,3.7
2016,1,7,cauquenes,49.3,0.530,150.5,30.5,9.9,77.2,96.0,87.3,0.490,115.5,90.5,4.7
2012,1,7,san rafael,8.4,0.460,133.6,18.9,7.8,72.6,75.9,74.6,0.407,71.8,81.0,9.6
1992,1,7,san rafael,5.5,0.299,86.8,12.3,5.1,47.2,49.3,48.5,0.265,46.7,52.6,6.2
1996,1,7,san rafael,6.3,0.345,100.2,14.2,5.8,54.4,56.9,55.9,0.305,53.8,60.8,7.2
2000,1,7,san rafael,6.7,0.368,106.9,15.1,6.2,58.1,60.7,59.7,0.326,57.4,64.8,7.7
2004,1,7,san rafael,7.1,0.391,113.6,16.1,6.6,61.7,64.5,63.4,0.346,61.0,68.8,8.2
2008,1,7,san rafael,7.6,0.414,120.2,17.0,7.0,65.3,68.3,67.1,0.366,64.6,72.9,8.6
2016,1,7,san rafael,9.7,0.529,153.6,21.7,9.0,83.5,87.3,85.8,0.468,82.6,93.1,11.0
2012,1,4,monte patria,32.1,0.460,115.8,14.9,8.1,65.9,72.9,79.3,0.517,61.6,76.0,2.2
1992,1,4,monte patria,20.9,0.299,75.3,9.7,5.3,42.8,47.4,51.5,0.336,40.0,49.4,1.4
1996,1,4,monte patria,24.1,0.345,86.8,11.2,6.1,49.4,54.7,59.5,0.388,46.2,57.0,1.7
2000,1,4,monte patria,25.7,0.368,92.6,11.9,6.5,52.7,58.3,63.4,0.414,49.3,60.8,1.8
2004,1,4,monte patria,27.3,0.391,98.4,12.7,6.9,56.0,62.0,67.4,0.439,52.4,64.6,1.9
2008,1,4,monte patria,28.9,0.414,104.2,13.4,7.3,59.3,65.6,71.4,0.465,55.4,68.4,2.0
2016,1,4,monte patria,36.9,0.529,133.2,17.1,9.3,75.8,83.8,91.2,0.595,70.8,87.4,2.5
2012,1,9,nueva imperial,32.4,0.459,161.1,26.3,9.2,68.6,66.6,75.8,0.457,95.8,77.7,4.9
1992,1,9,nueva imperial,21.1,0.298,104.7,17.1,6.0,44.6,43.3,49.3,0.297,62.3,50.5,3.2
1996,1,9,nueva imperial,24.3,0.344,120.8,19.7,6.9,51.4,49.9,56.8,0.343,71.8,58.3,3.7
2000,1,9,nueva imperial,25.9,0.367,128.9,21.0,7.4,54.9,53.3,60.6,0.366,76.6,62.2,3.9
2004,1,9,nueva imperial,27.5,0.390,136.9,22.4,7.8,58.3,56.6,64.4,0.388,81.4,66.0,4.2
2008,1,9,nueva imperial,29.2,0.413,145.0,23.7,8.3,61.7,59.9,68.2,0.411,86.2,69.9,4.4
2016,1,9,nueva imperial,37.3,0.528,185.3,30.2,10.6,78.9,76.6,87.2,0.526,110.2,89.4,5.6
2012,1,7,yerbas buenas,17.1,0.458,126.9,12.7,7.6,73.8,67.4,76.9,0.467,76.7,75.8,4.4
1992,1,7,yerbas buenas,11.1,0.298,82.5,8.3,4.9,48.0,43.8,50.0,0.304,49.9,49.3,2.9
1996,1,7,yerbas buenas,12.8,0.344,95.2,9.5,5.7,55.3,50.6,57.7,0.350,57.5,56.8,3.3
2000,1,7,yerbas buenas,13.7,0.366,101.5,10.2,6.1,59.0,53.9,61.5,0.374,61.4,60.6,3.5
2004,1,7,yerbas buenas,14.5,0.389,107.9,10.8,6.5,62.7,57.3,65.4,0.397,65.2,64.4,3.7
2008,1,7,yerbas buenas,15.4,0.412,114.2,11.4,6.8,66.4,60.7,69.2,0.420,69.0,68.2,4.0
2016,1,7,yerbas buenas,19.7,0.527,145.9,14.6,8.7,84.9,77.5,88.4,0.537,88.2,87.2,5.1
2012,1,8,florida,9.8,0.456,136.4,20.1,7.9,80.2,67.9,73.5,0.385,103.8,80.7,18.8
1992,1,8,florida,6.4,0.296,88.7,13.1,5.1,52.1,44.1,47.8,0.250,67.5,52.5,12.2
1996,1,8,florida,7.4,0.342,102.3,15.1,5.9,60.2,50.9,55.1,0.289,77.8,60.5,14.1
2000,1,8,florida,7.8,0.365,109.1,16.1,6.3,64.2,54.3,58.8,0.308,83.0,64.6,15.0
2004,1,8,florida,8.3,0.388,115.9,17.1,6.7,68.2,57.7,62.5,0.327,88.2,68.6,16.0
2008,1,8,florida,8.8,0.410,122.8,18.1,7.1,72.2,61.1,66.2,0.347,93.4,72.6,16.9
2016,1,8,florida,11.3,0.524,156.9,23.1,9.1,92.2,78.1,84.5,0.443,119.4,92.8,21.6
2012,1,8,curanilahue,30.4,0.454,116.3,28.9,9.0,61.3,87.9,75.6,0.414,98.2,72.5,7.5
1992,1,8,curanilahue,19.8,0.295,75.6,18.8,5.9,39.8,57.1,49.1,0.269,63.8,47.1,4.9
1996,1,8,curanilahue,22.8,0.341,87.2,21.7,6.8,46.0,65.9,56.7,0.310,73.7,54.4,5.6
2000,1,8,curanilahue,24.3,0.363,93.0,23.1,7.2,49.0,70.3,60.5,0.331,78.6,58.0,6.0
2004,1,8,curanilahue,25.8,0.386,98.9,24.6,7.6,52.1,74.7,64.3,0.352,83.5,61.6,6.4
2008,1,8,curanilahue,27.4,0.409,104.7,26.0,8.1,55.2,79.1,68.0,0.373,88.4,65.2,6.8
2016,1,8,curanilahue,35.0,0.522,133.7,33.2,10.3,70.5,101.1,86.9,0.476,112.9,83.4,8.6
2012,1,8,pinto,11.1,0.449,188.2,22.6,8.1,81.8,56.1,72.9,0.390,102.2,80.9,14.2
1992,1,8,pinto,7.2,0.292,122.3,14.7,5.3,53.2,36.5,47.4,0.254,66.4,52.6,9.2
1996,1,8,pinto,8.3,0.337,141.1,17.0,6.1,61.3,42.1,54.7,0.292,76.7,60.7,10.6
2000,1,8,pinto,8.9,0.359,150.6,18.1,6.5,65.4,44.9,58.3,0.312,81.8,64.7,11.4
2004,1,8,pinto,9.4,0.382,160.0,19.2,6.9,69.5,47.7,62.0,0.332,86.9,68.8,12.1
2008,1,8,pinto,10.0,0.404,169.4,20.3,7.3,73.6,50.5,65.6,0.351,92.0,72.8,12.8
2016,1,8,pinto,12.8,0.516,216.4,26.0,9.3,94.1,64.5,83.8,0.448,117.5,93.0,16.3
2012,1,8,tucapel,13.5,0.448,120.8,21.2,8.4,74.3,68.0,75.3,0.423,86.3,81.4,4.2
1992,1,8,tucapel,8.8,0.291,78.5,13.8,5.5,48.3,44.2,48.9,0.275,56.1,52.9,2.7
1996,1,8,tucapel,10.1,0.336,90.6,15.9,6.3,55.7,51.0,56.5,0.317,64.7,61.1,3.2
2000,1,8,tucapel,10.8,0.358,96.6,17.0,6.7,59.4,54.4,60.2,0.338,69.0,65.1,3.4
2004,1,8,tucapel,11.5,0.381,102.7,18.0,7.1,63.2,57.8,64.0,0.360,73.4,69.2,3.6
2008,1,8,tucapel,12.2,0.403,108.7,19.1,7.6,66.9,61.2,67.8,0.381,77.7,73.3,3.8
2016,1,8,tucapel,15.5,0.515,138.9,24.4,9.7,85.4,78.2,86.6,0.486,99.2,93.6,4.8
2012,1,7,sagrada familia,18.6,0.447,123.1,13.7,7.7,67.8,68.8,76.4,0.453,84.3,74.0,12.5
1992,1,7,sagrada familia,12.1,0.291,80.0,8.9,5.0,44.1,44.7,49.7,0.294,54.8,48.1,8.1
1996,1,7,sagrada familia,14.0,0.335,92.3,10.3,5.8,50.8,51.6,57.3,0.340,63.2,55.5,9.4
2000,1,7,sagrada familia,14.9,0.358,98.5,11.0,6.2,54.2,55.0,61.1,0.362,67.4,59.2,10.0
2004,1,7,sagrada familia,15.8,0.380,104.6,11.6,6.5,57.6,58.5,64.9,0.385,71.7,62.9,10.6
2008,1,7,sagrada familia,16.7,0.402,110.8,12.3,6.9,61.0,61.9,68.8,0.408,75.9,66.6,11.2
2016,1,7,sagrada familia,21.4,0.514,141.6,15.8,8.9,78.0,79.1,87.9,0.521,96.9,85.1,14.4
2012,1,14,corral,5.0,0.444,115.0,19.2,7.9,87.2,60.8,76.4,0.435,66.1,70.0,10.2
1992,1,14,corral,3.2,0.289,74.8,12.5,5.1,56.7,39.5,49.7,0.283,43.0,45.5,6.6
1996,1,14,corral,3.8,0.333,86.2,14.4,5.9,65.4,45.6,57.3,0.326,49.6,52.5,7.6
2000,1,14,corral,4.0,0.355,92.0,15.4,6.3,69.8,48.6,61.1,0.348,52.9,56.0,8.2
2004,1,14,corral,4.2,0.377,97.8,16.3,6.7,74.1,51.7,64.9,0.370,56.2,59.5,8.7
2008,1,14,corral,4.5,0.400,103.5,17.3,7.1,78.5,54.7,68.8,0.392,59.5,63.0,9.2
2016,1,14,corral,5.8,0.511,132.2,22.1,9.1,100.3,69.9,87.9,0.500,76.0,80.5,11.7
2012,1,7,río claro,13.0,0.443,120.7,10.4,7.4,70.2,63.1,76.6,0.460,75.9,69.9,8.5
1992,1,7,río claro,8.5,0.288,78.5,6.8,4.8,45.6,41.0,49.8,0.299,49.3,45.4,5.5
1996,1,7,río claro,9.8,0.332,90.5,7.8,5.6,52.7,47.3,57.4,0.345,56.9,52.4,6.4
2000,1,7,río claro,10.4,0.354,96.6,8.3,5.9,56.2,50.5,61.3,0.368,60.7,55.9,6.8
2004,1,7,río claro,11.0,0.377,102.6,8.8,6.3,59.7,53.6,65.1,0.391,64.5,59.4,7.2
2008,1,7,río claro,11.7,0.399,108.6,9.4,6.7,63.2,56.8,68.9,0.414,68.3,62.9,7.7
2016,1,7,río claro,14.9,0.509,138.8,12.0,8.5,80.7,72.6,88.1,0.529,87.3,80.4,9.8
2012,1,9,renaico,9.0,0.442,117.1,30.2,8.6,65.2,87.2,72.3,0.330,102.6,81.7,9.7
1992,1,9,renaico,5.9,0.287,76.1,19.6,5.6,42.4,56.7,47.0,0.215,66.7,53.1,6.3
1996,1,9,renaico,6.8,0.332,87.8,22.6,6.4,48.9,65.4,54.2,0.247,76.9,61.3,7.3
2000,1,9,renaico,7.2,0.354,93.7,24.2,6.9,52.2,69.8,57.8,0.264,82.1,65.4,7.8
2004,1,9,renaico,7.6,0.376,99.5,25.7,7.3,55.4,74.1,61.5,0.281,87.2,69.4,8.2
2008,1,9,renaico,8.1,0.398,105.4,27.2,7.7,58.7,78.5,65.1,0.297,92.3,73.5,8.7
2016,1,9,renaico,10.3,0.508,134.7,34.7,9.9,75.0,100.3,83.1,0.380,118.0,94.0,11.2
2012,1,10,queilén,5.3,0.441,129.5,11.8,7.3,83.3,53.9,74.8,0.421,80.9,72.5,6.2
1992,1,10,queilén,3.4,0.287,84.2,7.7,4.7,54.1,35.0,48.6,0.274,52.6,47.1,4.0
1996,1,10,queilén,4.0,0.331,97.1,8.9,5.5,62.5,40.4,56.1,0.316,60.7,54.4,4.7
2000,1,10,queilén,4.2,0.353,103.6,9.4,5.8,66.6,43.1,59.8,0.337,64.7,58.0,5.0
2004,1,10,queilén,4.5,0.375,110.1,10.0,6.2,70.8,45.8,63.6,0.358,68.8,61.6,5.3
2008,1,10,queilén,4.8,0.397,116.5,10.6,6.6,75.0,48.5,67.3,0.379,72.8,65.2,5.6
2016,1,10,queilén,6.1,0.507,148.9,13.6,8.4,95.8,62.0,86.0,0.484,93.0,83.4,7.1
2012,1,7,colbún,18.6,0.437,137.9,18.0,7.7,67.1,68.8,76.4,0.445,81.4,87.6,5.4
1992,1,7,colbún,12.1,0.284,89.6,11.7,5.0,43.6,44.7,49.7,0.289,52.9,56.9,3.5
1996,1,7,colbún,14.0,0.328,103.4,13.5,5.8,50.3,51.6,57.3,0.334,61.1,65.7,4.1
2000,1,7,colbún,14.9,0.350,110.3,14.4,6.2,53.7,55.0,61.1,0.356,65.1,70.1,4.3
2004,1,7,colbún,15.8,0.371,117.2,15.3,6.5,57.0,58.5,64.9,0.378,69.2,74.5,4.6
2008,1,7,colbún,16.7,0.393,124.1,16.2,6.9,60.4,61.9,68.8,0.401,73.3,78.8,4.9
2016,1,7,colbún,21.4,0.503,158.6,20.7,8.9,77.2,79.1,87.9,0.512,93.6,100.7,6.2
2012,1,8,ñiquén,9.8,0.436,112.0,15.1,7.4,76.2,65.6,75.9,0.425,86.3,81.1,0.0
1992,1,8,ñiquén,6.4,0.283,72.8,9.8,4.8,49.5,42.6,49.3,0.276,56.1,52.7,0.0
1996,1,8,ñiquén,7.4,0.327,84.0,11.3,5.6,57.2,49.2,56.9,0.319,64.7,60.8,0.0
2000,1,8,ñiquén,7.8,0.349,89.6,12.1,5.9,61.0,52.5,60.7,0.340,69.0,64.9,0.0
2004,1,8,ñiquén,8.3,0.371,95.2,12.8,6.3,64.8,55.8,64.5,0.361,73.4,68.9,0.0
2008,1,8,ñiquén,8.8,0.392,100.8,13.6,6.7,68.6,59.0,68.3,0.383,77.7,73.0,0.0
2016,1,8,ñiquén,11.3,0.501,128.8,17.4,8.5,87.6,75.4,87.3,0.489,99.2,93.3,0.0
2012,1,8,hualqui,22.6,0.435,105.3,27.2,8.8,64.9,78.1,75.6,0.409,87.9,68.6,7.3
1992,1,8,hualqui,14.7,0.283,68.4,17.7,5.7,42.2,50.8,49.1,0.266,57.1,44.6,4.7
1996,1,8,hualqui,17.0,0.326,79.0,20.4,6.6,48.7,58.6,56.7,0.307,65.9,51.4,5.5
2000,1,8,hualqui,18.1,0.348,84.2,21.8,7.0,51.9,62.5,60.5,0.327,70.3,54.9,5.8
2004,1,8,hualqui,19.2,0.370,89.5,23.1,7.5,55.2,66.4,64.3,0.348,74.7,58.3,6.2
2008,1,8,hualqui,20.3,0.392,94.8,24.5,7.9,58.4,70.3,68.0,0.368,79.1,61.7,6.6
2016,1,8,hualqui,26.0,0.500,121.1,31.3,10.1,74.6,89.8,86.9,0.470,101.1,78.9,8.4
2012,1,9,gorbea,15.5,0.434,127.1,30.5,8.7,78.4,69.6,75.9,0.411,69.5,83.1,0.0
1992,1,9,gorbea,10.1,0.282,82.6,19.8,5.7,51.0,45.2,49.3,0.267,45.2,54.0,0.0
1996,1,9,gorbea,11.6,0.326,95.3,22.9,6.5,58.8,52.2,56.9,0.308,52.1,62.3,0.0
2000,1,9,gorbea,12.4,0.347,101.7,24.4,7.0,62.7,55.7,60.7,0.329,55.6,66.5,0.0
2004,1,9,gorbea,13.2,0.369,108.0,25.9,7.4,66.6,59.2,64.5,0.349,59.1,70.6,0.0
2008,1,9,gorbea,14.0,0.391,114.4,27.4,7.8,70.6,62.6,68.3,0.370,62.6,74.8,0.0
2016,1,9,gorbea,17.8,0.499,146.2,35.1,10.0,90.2,80.0,87.3,0.473,79.9,95.6,0.0
2012,1,9,padre las casas,74.7,0.432,114.0,24.0,8.8,72.1,63.3,77.2,0.458,69.8,76.7,9.5
1992,1,9,padre las casas,48.6,0.281,74.1,15.6,5.7,46.9,41.1,50.2,0.298,45.4,49.9,6.2
1996,1,9,padre las casas,56.0,0.324,85.5,18.0,6.6,54.1,47.5,57.9,0.344,52.3,57.5,7.1
2000,1,9,padre las casas,59.8,0.346,91.2,19.2,7.0,57.7,50.6,61.8,0.366,55.8,61.4,7.6
2004,1,9,padre las casas,63.5,0.367,96.9,20.4,7.5,61.3,53.8,65.6,0.389,59.3,65.2,8.1
2008,1,9,padre las casas,67.2,0.389,102.6,21.6,7.9,64.9,57.0,69.5,0.412,62.8,69.0,8.6
2016,1,9,padre las casas,85.9,0.497,131.1,27.6,10.1,82.9,72.8,88.8,0.527,80.3,88.2,10.9
2012,1,6,pumanque,3.1,0.429,120.6,9.8,7.5,72.3,53.0,72.7,0.389,87.3,82.5,31.6
1992,1,6,pumanque,2.0,0.279,78.4,6.4,4.9,47.0,34.5,47.3,0.253,56.7,53.6,20.5
1996,1,6,pumanque,2.3,0.322,90.4,7.4,5.6,54.2,39.8,54.5,0.292,65.5,61.9,23.7
2000,1,6,pumanque,2.5,0.343,96.5,7.8,6.0,57.8,42.4,58.2,0.311,69.8,66.0,25.3
2004,1,6,pumanque,2.6,0.365,102.5,8.3,6.4,61.5,45.0,61.8,0.331,74.2,70.1,26.9
2008,1,6,pumanque,2.8,0.386,108.5,8.8,6.8,65.1,47.7,65.4,0.350,78.6,74.2,28.4
2016,1,6,pumanque,3.6,0.493,138.7,11.3,8.6,83.1,60.9,83.6,0.447,100.4,94.9,36.3
2012,1,9,vilcún,23.9,0.426,123.0,20.0,8.5,76.1,52.0,75.7,0.442,90.0,78.4,8.4
1992,1,9,vilcún,15.5,0.277,80.0,13.0,5.5,49.5,33.8,49.2,0.287,58.5,51.0,5.5
1996,1,9,vilcún,17.9,0.320,92.2,15.0,6.4,57.1,39.0,56.8,0.332,67.5,58.8,6.3
2000,1,9,vilcún,19.1,0.341,98.4,16.0,6.8,60.9,41.6,60.6,0.354,72.0,62.7,6.7
2004,1,9,vilcún,20.3,0.362,104.5,17.0,7.2,64.7,44.2,64.3,0.376,76.5,66.6,7.1
2008,1,9,vilcún,21.5,0.383,110.7,18.0,7.7,68.5,46.8,68.1,0.398,81.0,70.6,7.6
2016,1,9,vilcún,27.5,0.490,141.4,23.0,9.8,87.5,59.8,87.1,0.508,103.5,90.2,9.7
2012,1,14,panguipulli,35.1,0.424,126.5,23.5,7.7,81.2,64.7,75.9,0.406,93.8,73.8,9.2
1992,1,14,panguipulli,22.8,0.276,82.2,15.3,5.0,52.8,42.1,49.3,0.264,61.0,48.0,6.0
1996,1,14,panguipulli,26.3,0.318,94.9,17.6,5.8,60.9,48.5,56.9,0.304,70.3,55.3,6.9
2000,1,14,panguipulli,28.1,0.339,101.2,18.8,6.2,65.0,51.8,60.7,0.325,75.0,59.0,7.4
2004,1,14,panguipulli,29.8,0.360,107.5,20.0,6.5,69.0,55.0,64.5,0.345,79.7,62.7,7.8
2008,1,14,panguipulli,31.6,0.382,113.9,21.2,6.9,73.1,58.2,68.3,0.365,84.4,66.4,8.3
2016,1,14,panguipulli,40.4,0.488,145.5,27.0,8.9,93.4,74.4,87.3,0.467,107.9,84.9,10.6
2012,1,4,río hurtado,4.4,0.420,110.0,13.8,7.2,59.0,73.5,78.7,0.477,79.2,86.1,13.7
1992,1,4,río hurtado,2.9,0.273,71.5,9.0,4.7,38.4,47.8,51.2,0.310,51.5,56.0,8.9
1996,1,4,río hurtado,3.3,0.315,82.5,10.4,5.4,44.2,55.1,59.0,0.358,59.4,64.6,10.3
2000,1,4,río hurtado,3.5,0.336,88.0,11.0,5.8,47.2,58.8,63.0,0.382,63.4,68.9,11.0
2004,1,4,río hurtado,3.7,0.357,93.5,11.7,6.1,50.1,62.5,66.9,0.405,67.3,73.2,11.6
2008,1,4,río hurtado,4.0,0.378,99.0,12.4,6.5,53.1,66.2,70.8,0.429,71.3,77.5,12.3
2016,1,4,río hurtado,5.1,0.483,126.5,15.9,8.3,67.8,84.5,90.5,0.549,91.1,99.0,15.8
2012,1,9,melipeuco,5.4,0.418,123.9,24.3,8.0,73.4,65.5,74.8,0.390,77.1,78.0,4.7
1992,1,9,melipeuco,3.5,0.272,80.5,15.8,5.2,47.7,42.6,48.6,0.254,50.1,50.7,3.1
1996,1,9,melipeuco,4.1,0.314,92.9,18.2,6.0,55.1,49.1,56.1,0.292,57.8,58.5,3.5
2000,1,9,melipeuco,4.3,0.334,99.1,19.4,6.4,58.7,52.4,59.8,0.312,61.7,62.4,3.8
2004,1,9,melipeuco,4.6,0.355,105.3,20.7,6.8,62.4,55.7,63.6,0.332,65.5,66.3,4.0
2008,1,9,melipeuco,4.9,0.376,111.5,21.9,7.2,66.1,59.0,67.3,0.351,69.4,70.2,4.2
2016,1,9,melipeuco,6.2,0.481,142.5,27.9,9.2,84.4,75.3,86.0,0.448,88.7,89.7,5.4
2012,1,14,lago ranco,9.5,0.418,134.9,21.3,7.9,86.3,49.0,73.2,0.372,111.9,73.1,6.0
1992,1,14,lago ranco,6.2,0.272,87.7,13.8,5.1,56.1,31.9,47.6,0.242,72.7,47.5,3.9
1996,1,14,lago ranco,7.1,0.314,101.2,16.0,5.9,64.7,36.8,54.9,0.279,83.9,54.8,4.5
2000,1,14,lago ranco,7.6,0.334,107.9,17.0,6.3,69.0,39.2,58.6,0.298,89.5,58.5,4.8
2004,1,14,lago ranco,8.1,0.355,114.7,18.1,6.7,73.4,41.6,62.2,0.316,95.1,62.1,5.1
2008,1,14,lago ranco,8.6,0.376,121.4,19.2,7.1,77.7,44.1,65.9,0.335,100.7,65.8,5.4
2016,1,14,lago ranco,10.9,0.481,155.1,24.5,9.1,99.2,56.3,84.2,0.428,128.7,84.1,6.9
2012,1,7,chanco,9.6,0.416,108.4,22.0,7.4,73.7,72.4,72.5,0.328,101.2,78.9,12.0
